combo_upcharge,id,establishment,name,attribute_type,price,sorting,updated_by,variable_pricing_by,tax_class,created_by,category
1.0000,11022,/enterprise/Establishment/3/,Tavern & Swiss Whole,2,1.0,129,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/596/
0.0000,11023,/enterprise/Establishment/3/,Tuna Delight Whole,2,0.0,131,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/596/
0.0000,11024,/enterprise/Establishment/3/,Tuna Diablo Whole,2,0.0,132,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/596/
3.0000,11025,/enterprise/Establishment/3/,Turkey & Cheese Whole,2,3.0,134,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/596/
3.0000,11026,/enterprise/Establishment/3/,Turkey Diablo Whole,2,3.0,135,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/596/
5.0000,11027,/enterprise/Establishment/3/,Turkey Schwartzie Whole,2,5.0,136,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/596/
0.0000,11028,/enterprise/Establishment/3/,Veggie Diablo Whole,2,0.0,137,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/596/
5.0000,11029,/enterprise/Establishment/3/,Whacked Chicken Whole,2,5.0,138,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/596/
0.0000,11030,/enterprise/Establishment/3/,White Tuna Whole,2,0.0,139,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/596/
5.0000,18441,/enterprise/Establishment/3/,Chicken Colette Whole,2,5.0,14,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/596/
0.0000,18442,/enterprise/Establishment/3/,LTO Sandwich Whole,2,0.0,36,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/596/
4.0000,18926,/enterprise/Establishment/3/,The Primo Pilgrim Whole,2,4.0,130,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/596/
0.0000,19255,/enterprise/Establishment/3/,Tray Super-Duper #6,1,0.0,1,/enterprise/User/100/,0,0,/enterprise/User/1586/,/products/ProductCategory/596/
0.0000,44245,/enterprise/Establishment/3/,Chicken Salad Whole,2,0.0,18,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/596/
0.0000,44246,/enterprise/Establishment/3/,Egg Salad Whole,2,0.0,25,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/596/
0.0000,44247,/enterprise/Establishment/3/,Tuna Salad Whole,2,0.0,133,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/596/
1.0000,420529,/enterprise/Establishment/3/,Ham Salami & Cheese Whole,2,1.0,29,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/596/
0.0000,432513,/enterprise/Establishment/3/,Muffaletta Whole,2,0.0,104,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/596/
5.0000,433900,/enterprise/Establishment/3/,Chicken Cutlet & Cheese Whole,2,5.0,15,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/596/
1.0000,10899,/enterprise/Establishment/3/,Abruzzi Whole,2,1.0,1,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
0.0000,10900,/enterprise/Establishment/3/,American Whole,2,0.0,2,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
5.0000,10901,/enterprise/Establishment/3/,Audiablo Whole,2,5.0,3,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
5.0000,10902,/enterprise/Establishment/3/,Audie Whole,2,5.0,4,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
5.0000,10903,/enterprise/Establishment/3/,Bada Bing Whole,2,5.0,5,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
5.0000,10904,/enterprise/Establishment/3/,Bada Boom Whole,2,5.0,6,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
3.0000,10905,/enterprise/Establishment/3/,"Big ""T"" Diablo Whole",2,3.0,8,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
3.0000,10906,/enterprise/Establishment/3/,"Big ""T"" Whole",2,3.0,7,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
0.0000,10907,/enterprise/Establishment/3/,Muffaletta Diablo Whole,2,0.0,105,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
0.0000,10908,/enterprise/Establishment/3/,Bologna & Cheese Whole,2,0.0,9,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
1.0000,10909,/enterprise/Establishment/3/,Buffalo Chicken Cheesesteak Whole,2,1.0,10,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
5.0000,10910,/enterprise/Establishment/3/,Buffalo Cutlet Whole,2,5.0,11,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
0.0000,10911,/enterprise/Establishment/3/,Cheese Deluxe Whole,2,0.0,12,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
1.0000,10912,/enterprise/Establishment/3/,Chicken Cheesesteak Whole,2,1.0,13,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
5.0000,10913,/enterprise/Establishment/3/,Chicken Diablo Whole,2,5.0,16,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
5.0000,10914,/enterprise/Establishment/3/,Chicken Parm Whole,2,5.0,17,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
5.0000,10915,/enterprise/Establishment/3/,Chicken Suprimo Whole,2,5.0,19,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
5.0000,10916,/enterprise/Establishment/3/,Corned Beef Schwartzie Whole,2,5.0,21,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
0.0000,10917,/enterprise/Establishment/3/,Corned Beef & Swiss Whole,2,0.0,20,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
5.0000,10918,/enterprise/Establishment/3/,Crusher Whole,2,5.0,22,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
0.0000,10919,/enterprise/Establishment/3/,Custom Cheese Whole,2,0.0,23,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
1.0000,10920,/enterprise/Establishment/3/,Custom Whole,2,1.0,24,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
1.0000,10921,/enterprise/Establishment/3/,Gianna Whole,2,1.0,26,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
0.0000,10922,/enterprise/Establishment/3/,Ham & Cheese Diablo Whole,2,0.0,28,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
0.0000,10923,/enterprise/Establishment/3/,Ham & Cheese Whole,2,0.0,0,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
0.0000,10924,/enterprise/Establishment/3/,Healthy Cheese Whole,2,0.0,30,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
1.0000,10925,/enterprise/Establishment/3/,Healthy Ham & Cheese Whole,2,1.0,31,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
1.0000,10926,/enterprise/Establishment/3/,Italian Diablo Whole,2,1.0,33,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
0.0000,10927,/enterprise/Establishment/3/,Italian Tuna Whole,2,0.0,34,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
1.0000,10928,/enterprise/Establishment/3/,Italian Whole,2,1.0,32,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
0.0000,10929,/enterprise/Establishment/3/,Knuckle Whole,2,0.0,35,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
0.0000,10930,/enterprise/Establishment/3/,Milano Whole,2,0.0,101,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
1.0000,10931,/enterprise/Establishment/3/,Mild Italian Whole,2,1.0,102,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
1.0000,10932,/enterprise/Establishment/3/,Mild Sharp Italian Whole,2,1.0,103,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
1.0000,10933,/enterprise/Establishment/3/,Napolitano Whole,2,1.0,106,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
1.0000,10934,/enterprise/Establishment/3/,Nellie Whole,2,1.0,107,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
1.0000,10935,/enterprise/Establishment/3/,New Yorker Whole,2,1.0,108,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
0.0000,10936,/enterprise/Establishment/3/,Nonna's Veggie Whole,2,0.0,109,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
1.0000,10937,/enterprise/Establishment/3/,Old Fashioned Meatball Whole,2,1.0,110,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
1.0000,10938,/enterprise/Establishment/3/,Old Italian Whole,2,1.0,111,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
1.0000,10939,/enterprise/Establishment/3/,Old World Style Meatball Whole,2,1.0,112,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
1.0000,10940,/enterprise/Establishment/3/,Pal Joey Whole,2,1.0,113,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
1.0000,10941,/enterprise/Establishment/3/,Pescara Whole,2,1.0,114,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
3.0000,10942,/enterprise/Establishment/3/,Philly Cheesesteak Whole,2,3.0,115,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
3.0000,10943,/enterprise/Establishment/3/,Pizza Steak Whole,2,3.0,116,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
1.0000,10944,/enterprise/Establishment/3/,Pork Diablo Whole,2,1.0,117,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
3.0000,10945,/enterprise/Establishment/3/,"""R"" Special Whole",2,3.0,118,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
3.0000,10946,/enterprise/Establishment/3/,Roast Beef & Cheese Whole,2,3.0,119,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
3.0000,10947,/enterprise/Establishment/3/,Roast Beef Diablo Whole,2,3.0,120,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
5.0000,10948,/enterprise/Establishment/3/,Roast Beef Schwartzie Whole,2,5.0,121,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
1.0000,10949,/enterprise/Establishment/3/,Sharp Italian Whole,2,1.0,122,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
1.0000,10950,/enterprise/Establishment/3/,Sicilian Whole,2,1.0,123,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
1.0000,10951,/enterprise/Establishment/3/,"Slim ""T"" Whole",2,1.0,124,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
3.0000,10952,/enterprise/Establishment/3/,Soprano Whole,2,3.0,125,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
1.0000,10953,/enterprise/Establishment/3/,Sopressata & Sharp Whole,2,1.0,126,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
3.0000,10954,/enterprise/Establishment/3/,Sulmona Whole,2,3.0,127,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
1.0000,10955,/enterprise/Establishment/3/,Suprimo Whole,2,1.0,128,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
1.0000,10956,/enterprise/Establishment/3/,Tavern & Swiss Whole,2,1.0,129,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
0.0000,10957,/enterprise/Establishment/3/,Tuna Delight Whole,2,0.0,131,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
0.0000,10958,/enterprise/Establishment/3/,Tuna Diablo Whole,2,0.0,132,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
3.0000,10959,/enterprise/Establishment/3/,Turkey & Cheese Whole,2,3.0,134,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
3.0000,10960,/enterprise/Establishment/3/,Turkey Diablo Whole,2,3.0,135,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
5.0000,10961,/enterprise/Establishment/3/,Turkey Schwartzie Whole,2,5.0,136,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
0.0000,10962,/enterprise/Establishment/3/,Veggie Diablo Whole,2,0.0,137,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
5.0000,10963,/enterprise/Establishment/3/,Whacked Chicken Whole,2,5.0,138,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
0.0000,10964,/enterprise/Establishment/3/,White Tuna Whole,2,0.0,139,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/595/
5.0000,18439,/enterprise/Establishment/3/,Chicken Colette Whole,2,5.0,14,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/595/
0.0000,18440,/enterprise/Establishment/3/,LTO Sandwich Whole,2,0.0,36,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/595/
4.0000,18925,/enterprise/Establishment/3/,The Primo Pilgrim Whole,2,4.0,130,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/595/
0.0000,19254,/enterprise/Establishment/3/,Tray Super-Duper #5,1,0.0,1,/enterprise/User/100/,0,0,/enterprise/User/1586/,/products/ProductCategory/595/
0.0000,44242,/enterprise/Establishment/3/,Chicken Salad Whole,2,0.0,18,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/595/
0.0000,44243,/enterprise/Establishment/3/,Egg Salad Whole,2,0.0,25,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/595/
0.0000,44244,/enterprise/Establishment/3/,Tuna Salad Whole,2,0.0,133,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/595/
1.0000,420457,/enterprise/Establishment/3/,Ham Salami & Cheese Whole,2,1.0,29,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/595/
0.0000,432440,/enterprise/Establishment/3/,Muffaletta Whole,2,0.0,104,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/595/
5.0000,433827,/enterprise/Establishment/3/,Chicken Cutlet & Cheese Whole,2,5.0,15,/enterprise/User/1586/,0,0,/enterprise/User/1586/,/products/ProductCategory/595/
0.0000,10833,/enterprise/Establishment/3/,Abruzzi Whole,2,0.0,1,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/594/
0.0000,10834,/enterprise/Establishment/3/,American Whole,2,0.0,2,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/594/
2.0000,10835,/enterprise/Establishment/3/,Audiablo Whole,2,2.0,3,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/594/
2.0000,10836,/enterprise/Establishment/3/,Audie Whole,2,2.0,4,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/594/
2.0000,10837,/enterprise/Establishment/3/,Bada Bing Whole,2,2.0,5,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/594/
2.0000,10838,/enterprise/Establishment/3/,Bada Boom Whole,2,2.0,6,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/594/
0.0000,10839,/enterprise/Establishment/3/,"Big ""T"" Diablo Whole",2,0.0,8,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/594/
0.0000,10840,/enterprise/Establishment/3/,"Big ""T"" Whole",2,0.0,7,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/594/
0.0000,10841,/enterprise/Establishment/3/,Muffaletta Diablo Whole,2,0.0,105,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/594/
0.0000,10842,/enterprise/Establishment/3/,Bologna & Cheese Whole,2,0.0,9,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/594/
0.0000,10843,/enterprise/Establishment/3/,Buffalo Chicken Cheesesteak Whole,2,0.0,10,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/594/
2.0000,10844,/enterprise/Establishment/3/,Buffalo Cutlet Whole,2,2.0,11,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/594/
0.0000,10845,/enterprise/Establishment/3/,Cheese Deluxe Whole,2,0.0,12,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/594/
0.0000,10846,/enterprise/Establishment/3/,Chicken Cheesesteak Whole,2,0.0,13,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/594/
2.0000,10847,/enterprise/Establishment/3/,Chicken Diablo Whole,2,2.0,16,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/594/
2.0000,10848,/enterprise/Establishment/3/,Chicken Parm Whole,2,2.0,17,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/594/
2.0000,10849,/enterprise/Establishment/3/,Chicken Suprimo Whole,2,2.0,19,/enterprise/User/1586/,0,0,/enterprise/User/34/,/products/ProductCategory/594/
